name,recclass,mass (g),year,reclat,reclong
Queen Alexandra Range 97233,LL5,39.3,1997,-84,168
Queen Alexandra Range 97235,LL5,17.2,1997,-84,168
Queen Alexandra Range 97238,LL5,32.3,1997,-84,168
Queen Alexandra Range 97240,LL5,12,1997,-84,168
Queen Alexandra Range 97242,H5,26.9,1997,-84,168
Queen Alexandra Range 97243,LL5,46.9,1997,-84,168
Queen Alexandra Range 97247,LL5,50.7,1997,-84,168
Queen Alexandra Range 97248,LL5,26,1997,-84,168
Queen Alexandra Range 97249,LL5,43.6,1997,-84,168
Queen Alexandra Range 97253,LL5,31.9,1997,-84,168
Queen Alexandra Range 97360,L6,139.9,1997,-84,168
Queen Alexandra Range 97260,LL5,23.2,1997,-84,168
Queen Alexandra Range 97261,LL5,47.2,1997,-84,168
Queen Alexandra Range 97262,LL5,31.2,1997,-84,168
Queen Alexandra Range 97263,LL5,23.4,1997,-84,168
Queen Alexandra Range 97264,LL5,37.4,1997,-84,168
Queen Alexandra Range 97265,LL5,15.5,1997,-84,168
Queen Alexandra Range 97266,LL5,28.4,1997,-84,168
Queen Alexandra Range 97267,LL5,19.4,1997,-84,168
Queen Alexandra Range 97268,LL5,36.9,1997,-84,168
Queen Alexandra Range 97269,LL5,21.5,1997,-84,168
Queen Alexandra Range 97272,LL5,13.9,1997,-84,168
Queen Alexandra Range 97274,LL5,15.6,1997,-84,168
Queen Alexandra Range 97275,LL5,61,1997,-84,168
Queen Alexandra Range 97277,LL5,22,1997,-84,168
Queen Alexandra Range 97278,LL5,32.7,1997,-84,168
Queen Alexandra Range 97279,LL5,27.3,1997,-84,168
Queen Alexandra Range 97280,LL5,10.2,1997,-84,168
Queen Alexandra Range 97281,LL5,23.1,1997,-84,168
Queen Alexandra Range 97283,LL5,37.2,1997,-84,168
Queen Alexandra Range 97284,LL5,23.9,1997,-84,168
Queen Alexandra Range 97285,H6,20.9,1997,-84,168
Queen Alexandra Range 97286,LL5,58.2,1997,-84,168
Queen Alexandra Range 97287,LL5,23,1997,-84,168
Queen Alexandra Range 97288,L6,100.4,1997,-84,168
Queen Alexandra Range 97289,Aubrite-an,51.9,1997,-84,168
Queen Alexandra Range 97290,L6,129.8,1997,-84,168
Queen Alexandra Range 97291,LL5,14.1,1997,-84,168
Queen Alexandra Range 97292,H5,104,1997,-84,168
Queen Alexandra Range 97294,H5,14.9,1997,-84,168
Queen Alexandra Range 97300,LL5,24.7,1997,-84,168
Queen Alexandra Range 97303,LL5,18.8,1997,-84,168
Queen Alexandra Range 97304,LL5,18.8,1997,-84,168
Queen Alexandra Range 97305,LL5,29.5,1997,-84,168
Queen Alexandra Range 97307,LL5,13.4,1997,-84,168
Queen Alexandra Range 97311,LL5,25.3,1997,-84,168
Queen Alexandra Range 97313,LL5,20.1,1997,-84,168
Queen Alexandra Range 97316,LL6,23.4,1997,-84,168
Queen Alexandra Range 97320,H5,12.1,1997,-84,168
Queen Alexandra Range 97321,LL5,96.4,1997,-84,168
Queen Alexandra Range 97322,LL5,96.4,1997,-84,168
Queen Alexandra Range 97323,LL5,20.1,1997,-84,168
Queen Alexandra Range 97324,LL5,46.9,1997,-84,168
Queen Alexandra Range 97325,LL5,43.3,1997,-84,168
Queen Alexandra Range 97326,LL5,12.2,1997,-84,168
Queen Alexandra Range 97329,LL5,70.4,1997,-84,168
Queen Alexandra Range 97330,LL5,27.8,1997,-84,168
Queen Alexandra Range 97331,L5,36.7,1997,-84,168
Queen Alexandra Range 97332,LL5,36.5,1997,-84,168
Queen Alexandra Range 97333,LL5,11.5,1997,-84,168
Queen Alexandra Range 97334,LL5,43.5,1997,-84,168
Queen Alexandra Range 97337,L6,16.7,1997,-84,168
Queen Alexandra Range 97338,L6,23,1997,-84,168
Queen Alexandra Range 97341,LL5,21.7,1997,-84,168
Queen Alexandra Range 97342,H5,177,1997,-84,168
Queen Alexandra Range 97343,H5,76.2,1997,-84,168
Queen Alexandra Range 97344,LL5,31.9,1997,-84,168
Queen Alexandra Range 97345,LL5,40.8,1997,-84,168
Queen Alexandra Range 97346,L6,130.2,1997,-84,168
Queen Alexandra Range 97347,L6,98,1997,-84,168
Queen Alexandra Range 97348,Aubrite-an,50.7,1997,-84,168
Queen Alexandra Range 97349,LL5,24.8,1997,-84,168
Queen Alexandra Range 97350,L6,71.2,1997,-84,168
Queen Alexandra Range 97351,LL5,47.5,1997,-84,168
Queen Alexandra Range 97353,LL5,25,1997,-84,168
Queen Alexandra Range 97354,LL5,20.1,1997,-84,168
Queen Alexandra Range 97355,LL5,15,1997,-84,168
Queen Alexandra Range 97356,H6,11.6,1997,-84,168
Queen Alexandra Range 97361,LL5,14.1,1997,-84,168
Queen Alexandra Range 97362,L6,16.5,1997,-84,168
Queen Alexandra Range 97363,LL5,73.3,1997,-84,168
Queen Alexandra Range 97364,LL5,28.4,1997,-84,168
Queen Alexandra Range 97365,LL5,12.8,1997,-84,168
Queen Alexandra Range 97366,LL5,85.6,1997,-84,168
Queen Alexandra Range 97368,LL5,13.8,1997,-84,168
Queen Alexandra Range 97380,LL5,31.9,1997,-84,168
Queen Alexandra Range 97384,LL5,28.6,1997,-84,168
Queen Alexandra Range 97385,LL5,12.5,1997,-84,168
Queen Alexandra Range 97386,LL5,21.5,1997,-84,168
Queen Alexandra Range 97387,LL5,54.3,1997,-84,168
Queen Alexandra Range 97390,LL5,64.9,1997,-84,168
Queen Alexandra Range 97391,LL5,21.5,1997,-84,168
Queen Alexandra Range 97392,LL5,25.3,1997,-84,168
Queen Alexandra Range 97394,LL5,38.8,1997,-84,168
Queen Alexandra Range 97395,LL5,54.5,1997,-84,168
Queen Alexandra Range 97396,LL5,16.8,1997,-84,168
Queen Alexandra Range 97397,LL5,75.8,1997,-84,168
Queen Alexandra Range 97398,LL5,41.1,1997,-84,168
Queen Alexandra Range 97399,LL5,31.2,1997,-84,168
Queen Alexandra Range 97400,LL5,34.4,1997,-84,168
Queen Alexandra Range 97401,LL5,42.3,1997,-84,168
Queen Alexandra Range 97402,LL5,43,1997,-84,168
Queen Alexandra Range 97403,LL5,116.3,1997,-84,168
Queen Alexandra Range 97404,LL5,20,1997,-84,168
Queen Alexandra Range 97405,LL5,20.5,1997,-84,168
Queen Alexandra Range 97406,LL5,16,1997,-84,168
Queen Alexandra Range 97407,LL5,18,1997,-84,168
Queen Alexandra Range 97408,LL5,29.6,1997,-84,168
Queen Alexandra Range 97410,LL5,25.6,1997,-84,168
Queen Alexandra Range 97415,LL5,12.2,1997,-84,168
Queen Alexandra Range 97416,CO3,12.3,1997,-84,168
Queen Alexandra Range 97420,LL5,23.2,1997,-84,168
Queen Alexandra Range 97421,LL5,29,1997,-84,168
Queen Alexandra Range 97422,LL5,10.6,1997,-84,168
Queen Alexandra Range 97423,LL5,15.2,1997,-84,168
Queen Alexandra Range 97425,LL5,37.1,1997,-84,168
Queen Alexandra Range 97426,LL5,36.3,1997,-84,168
Queen Alexandra Range 97427,LL5,28.9,1997,-84,168
Queen Alexandra Range 97428,LL5,42.1,1997,-84,168
Queen Alexandra Range 97429,LL5,39.9,1997,-84,168
Queen Alexandra Range 97430,Eucrite-br,69.7,1997,-84,168
Queen Alexandra Range 97431,LL5,101.6,1997,-84,168
Queen Alexandra Range 97432,H5,128.7,1997,-84,168
Queen Alexandra Range 97433,LL5,106.2,1997,-84,168
Queen Alexandra Range 97434,LL5,37.3,1997,-84,168
Queen Alexandra Range 97435,LL5,14.7,1997,-84,168
Queen Alexandra Range 97440,L6,87.3,1997,-84,168
Queen Alexandra Range 97441,LL5,60.2,1997,-84,168
Queen Alexandra Range 97442,LL5,42.2,1997,-84,168
Queen Alexandra Range 97443,LL5,32.6,1997,-84,168
Queen Alexandra Range 97444,LL5,76,1997,-84,168
Queen Alexandra Range 97445,LL5,35.8,1997,-84,168
Queen Alexandra Range 97446,LL5,20.5,1997,-84,168
Queen Alexandra Range 97447,LL5,22.6,1997,-84,168
Queen Alexandra Range 97448,LL5,17.4,1997,-84,168
Queen Alexandra Range 97449,LL5,10.9,1997,-84,168
Queen Alexandra Range 97450,LL5,11.8,1997,-84,168
Queen Alexandra Range 97451,LL5,24.7,1997,-84,168
Queen Alexandra Range 97455,LL5,13.5,1997,-84,168
Queen Alexandra Range 97461,LL5,16.3,1997,-84,168
Queen Alexandra Range 97462,EL6,12.3,1997,-84,168
Queen Alexandra Range 97465,LL5,13.9,1997,-84,168
Queen Alexandra Range 97466,LL5,30.9,1997,-84,168
Queen Alexandra Range 97469,LL5,23.7,1997,-84,168
Queen Alexandra Range 97470,LL5,52.7,1997,-84,168
Queen Alexandra Range 97471,LL5,27.3,1997,-84,168
Queen Alexandra Range 97472,LL5,17.1,1997,-84,168
Queen Alexandra Range 97476,LL5,33.7,1997,-84,168
Queen Alexandra Range 97477,H6,74.4,1997,-84,168
Queen Alexandra Range 97478,H6,83.5,1997,-84,168
Queen Alexandra Range 97479,LL5,83.5,1997,-84,168
Queen Alexandra Range 97480,LL5,10.1,1997,-84,168
Queen Alexandra Range 97482,LL5,27.7,1997,-84,168
Queen Alexandra Range 97483,LL5,27.7,1997,-84,168
Queen Alexandra Range 97487,LL5,22.2,1997,-84,168
Queen Alexandra Range 97490,LL5,101.8,1997,-84,168
Queen Alexandra Range 97491,LL5,101.8,1997,-84,168
Queen Alexandra Range 97495,LL5,34.5,1997,-84,168
Queen Alexandra Range 97501,LL5,48.3,1997,-84,168
Queen Alexandra Range 97504,LL5,15.5,1997,-84,168
Queen Alexandra Range 97514,LL5,42.5,1997,-84,168
Queen Alexandra Range 97515,LL5,29,1997,-84,168
Queen Alexandra Range 97521,LL5,41.4,1997,-84,168
Queen Alexandra Range 97522,LL5,38.5,1997,-84,168
Queen Alexandra Range 97523,LL5,26.5,1997,-84,168
Queen Alexandra Range 97524,LL5,80.5,1997,-84,168
Queen Alexandra Range 97525,LL5,130,1997,-84,168
Queen Alexandra Range 97526,LL5,33.3,1997,-84,168
Queen Alexandra Range 97527,LL5,25.2,1997,-84,168
Queen Alexandra Range 97528,LL5,15.3,1997,-84,168
Queen Alexandra Range 97529,LL5,22.5,1997,-84,168
Queen Alexandra Range 97537,LL5,16.3,1997,-84,168
Queen Alexandra Range 97542,LL5,12.3,1997,-84,168
Queen Alexandra Range 97550,H6,50.4,1997,-84,168
Queen Alexandra Range 97551,LL5,29.2,1997,-84,168
Queen Alexandra Range 97552,LL5,28.6,1997,-84,168
Queen Alexandra Range 97553,LL5,78.8,1997,-84,168
Queen Alexandra Range 97554,LL5,37.6,1997,-84,168
Queen Alexandra Range 97555,L6,96.9,1997,-84,168
Queen Alexandra Range 97556,LL5,78.5,1997,-84,168
Queen Alexandra Range 97557,LL5,26.1,1997,-84,168
Queen Alexandra Range 97558,L6,39,1997,-84,168
Queen Alexandra Range 97559,LL5,92.8,1997,-84,168
Queen Alexandra Range 97561,H5,21.6,1997,-84,168
Queen Alexandra Range 97562,LL5,10.1,1997,-84,168
Queen Alexandra Range 97565,LL5,22.8,1997,-84,168
Queen Alexandra Range 97569,H6,16,1997,-84,168
Queen Alexandra Range 97570,H6,33.9,1997,-84,168
Queen Alexandra Range 97571,LL5,33.9,1997,-84,168
Queen Alexandra Range 97574,LL5,56.5,1997,-84,168
Queen Alexandra Range 97575,LL5,173.1,1997,-84,168
Queen Alexandra Range 97576,H6,18.3,1997,-84,168
Queen Alexandra Range 97577,LL5,19,1997,-84,168
Queen Alexandra Range 97578,LL5,31.9,1997,-84,168
Queen Alexandra Range 97580,LL5,72,1997,-84,168
Queen Alexandra Range 97581,LL5,16.8,1997,-84,168
Queen Alexandra Range 97585,H6,14.5,1997,-84,168
Queen Alexandra Range 97586,LL5,14.5,1997,-84,168
Queen Alexandra Range 97590,LL5,49.4,1997,-84,168
Queen Alexandra Range 97591,LL5,127.3,1997,-84,168
Queen Alexandra Range 97592,LL5,26.6,1997,-84,168
Queen Alexandra Range 97593,LL5,48.8,1997,-84,168
Queen Alexandra Range 97594,LL5,29.5,1997,-84,168
Queen Alexandra Range 97595,H5,20.1,1997,-84,168
Queen Alexandra Range 97596,LL5,17.8,1997,-84,168
Queen Alexandra Range 97597,LL5,18.5,1997,-84,168
Queen Alexandra Range 97598,LL5,24,1997,-84,168
Queen Alexandra Range 97599,H6,41.6,1997,-84,168
Queen Alexandra Range 97606,LL5,37.7,1997,-84,168
Queen Alexandra Range 97607,LL5,30.4,1997,-84,168
Queen Alexandra Range 97608,LL5,27.7,1997,-84,168
Queen Alexandra Range 97610,LL5,31.1,1997,-84,168
Queen Alexandra Range 97611,LL5,71.1,1997,-84,168
Queen Alexandra Range 97612,LL5,116.8,1997,-84,168
Queen Alexandra Range 97613,L5,15.4,1997,-84,168
Queen Alexandra Range 97614,L6,22.2,1997,-84,168
Queen Alexandra Range 97615,LL5,38,1997,-84,168
Queen Alexandra Range 97616,LL5,23.8,1997,-84,168
Queen Alexandra Range 97620,LL5,21.2,1997,-84,168
Queen Alexandra Range 97623,LL5,14.7,1997,-84,168
Queen Alexandra Range 97624,LL5,11.7,1997,-84,168
Queen Alexandra Range 97637,L6,10.7,1997,-84,168
Queen Alexandra Range 97638,H6,14.7,1997,-84,168
Queen Alexandra Range 97640,LL5,14,1997,-84,168
Queen Alexandra Range 97641,L6,15.1,1997,-84,168
Queen Alexandra Range 97642,LL5,56.3,1997,-84,168
Queen Alexandra Range 97649,LL5,10.7,1997,-84,168
Queen Alexandra Range 97651,LL6,29,1997,-84,168
Queen Alexandra Range 97652,LL5,19.7,1997,-84,168
Queen Alexandra Range 97653,LL5,19.3,1997,-84,168
Queen Alexandra Range 97654,LL5,13.3,1997,-84,168
Queen Alexandra Range 97658,LL5,13.2,1997,-84,168
Queen Alexandra Range 97659,LL5,12.6,1997,-84,168
Queen Alexandra Range 97660,LL6,13.9,1997,-84,168
Queen Alexandra Range 97661,H6,16.6,1997,-84,168
Queen Alexandra Range 97662,LL5,18.3,1997,-84,168
Queen Alexandra Range 97663,L6,16.4,1997,-84,168
Queen Alexandra Range 97664,H6,28.4,1997,-84,168
Queen Alexandra Range 97665,LL5,50.1,1997,-84,168
Queen Alexandra Range 97669,LL5,41.3,1997,-84,168
Queen Alexandra Range 97670,H4,56.5,1997,-84,168
Queen Alexandra Range 97671,LL5,34.1,1997,-84,168
Queen Alexandra Range 97673,H6,36.1,1997,-84,168
Queen Alexandra Range 97674,L6,36.1,1997,-84,168
Queen Alexandra Range 97678,LL5,20.6,1997,-84,168
Queen Alexandra Range 97679,LL5,23.6,1997,-84,168
Queen Alexandra Range 97680,H6,69.9,1997,-84,168
Queen Alexandra Range 97681,L4,34.3,1997,-84,168
Queen Alexandra Range 97682,L6,19.2,1997,-84,168
Queen Alexandra Range 97683,LL5,21.8,1997,-84,168
Queen Alexandra Range 97684,LL5,26.8,1997,-84,168
Queen Alexandra Range 97688,LL5,35.4,1997,-84,168
Queen Alexandra Range 97690,LL5,55,1997,-84,168
Queen Alexandra Range 97691,LL5,24.3,1997,-84,168
Queen Alexandra Range 97692,LL5,20.1,1997,-84,168
Queen Alexandra Range 97694,LL5,14.2,1997,-84,168
Queen Alexandra Range 97696,L6,14,1997,-84,168
Queen Alexandra Range 97700,LL5,11.6,1997,-84,168
Queen Alexandra Range 97716,LL5,26.7,1997,-84,168
Queen Alexandra Range 97720,L6,17.8,1997,-84,168
Queen Alexandra Range 97722,LL5,12.9,1997,-84,168
Queen Alexandra Range 97723,LL5,23.8,1997,-84,168
Queen Alexandra Range 97726,LL5,25.2,1997,-84,168
Queen Alexandra Range 97729,LL6,15.5,1997,-84,168
Queen Alexandra Range 97730,LL5,55.7,1997,-84,168
Queen Alexandra Range 97731,LL5,18.1,1997,-84,168
Queen Alexandra Range 97735,LL5,25.6,1997,-84,168
Queen Alexandra Range 97736,LL5,48.1,1997,-84,168
Queen Alexandra Range 97737,LL5,81,1997,-84,168
Queen Alexandra Range 97738,LL5,43.7,1997,-84,168
Queen Alexandra Range 97742,L6,22.4,1997,-84,168
Queen Alexandra Range 97743,L6,15.4,1997,-84,168
Queen Alexandra Range 97744,LL5,13.4,1997,-84,168
Queen Alexandra Range 97745,L6,45.9,1997,-84,168
Queen Alexandra Range 97747,L6,28.6,1997,-84,168
Queen Alexandra Range 97749,H5,20.6,1997,-84,168
Queen Alexandra Range 97751,LL5,26.8,1997,-84,168
Queen Alexandra Range 97752,LL5,77.6,1997,-84,168
Queen Alexandra Range 97753,LL5,150.4,1997,-84,168
Queen Alexandra Range 97754,LL5,21.1,1997,-84,168
Queen Alexandra Range 97757,LL5,12.5,1997,-84,168
Queen Alexandra Range 97758,LL5,23.5,1997,-84,168
Queen Alexandra Range 97759,LL5,25.9,1997,-84,168
Queen Alexandra Range 97762,L6,69.4,1997,-84,168
Queen Alexandra Range 97763,L6,34.5,1997,-84,168
Queen Alexandra Range 97764,LL5,31.2,1997,-84,168
Queen Alexandra Range 97770,LL5,11.9,1997,-84,168
Queen Alexandra Range 97771,LL5,12.7,1997,-84,168
Queen Alexandra Range 97841,LL5,117,1997,-84,168
Queen Alexandra Range 97772,LL5,62.9,1997,-84,168
Queen Alexandra Range 97773,LL5,21.8,1997,-84,168
Queen Alexandra Range 97783,LL5,12.4,1997,-84,168
Queen Alexandra Range 97784,L6,12.4,1997,-84,168
Queen Alexandra Range 97792,LL5,12,1997,-84,168
Queen Alexandra Range 97793,LL5,12.2,1997,-84,168
Queen Alexandra Range 97794,LL5,24.1,1997,-84,168
Queen Alexandra Range 97795,LL5,30.6,1997,-84,168
Queen Alexandra Range 97796,LL5,10.6,1997,-84,168
Queen Alexandra Range 97797,LL5,42.1,1997,-84,168
Queen Alexandra Range 97798,LL5,22.7,1997,-84,168
Queen Alexandra Range 97800,H6,126.5,1997,-84,168
Queen Alexandra Range 97801,LL5,35.7,1997,-84,168
Queen Alexandra Range 97802,LL5,52,1997,-84,168
Queen Alexandra Range 97803,LL5,79.1,1997,-84,168
Queen Alexandra Range 97804,H6,100.8,1997,-84,168
Queen Alexandra Range 97805,LL5,74.7,1997,-84,168
Queen Alexandra Range 97806,LL5,58.7,1997,-84,168
Queen Alexandra Range 97807,LL5,110.9,1997,-84,168
Queen Alexandra Range 97808,LL5,38.7,1997,-84,168
Queen Alexandra Range 97810,LL5,52.1,1997,-84,168
Queen Alexandra Range 97811,LL5,167.6,1997,-84,168
Queen Alexandra Range 97812,LL5,70.5,1997,-84,168
Queen Alexandra Range 97813,LL5,11.7,1997,-84,168
Queen Alexandra Range 97816,LL5,16.2,1997,-84,168
Queen Alexandra Range 97817,LL5,10.6,1997,-84,168
Queen Alexandra Range 97818,LL5,12.2,1997,-84,168
Queen Alexandra Range 97819,LL5,10.1,1997,-84,168
Queen Alexandra Range 97820,LL5,10.1,1997,-84,168
Queen Alexandra Range 97823,LL5,16.4,1997,-84,168
Queen Alexandra Range 97828,LL5,12.9,1997,-84,168
Queen Alexandra Range 97829,LL5,19.8,1997,-84,168
Queen Alexandra Range 97830,LL5,19.8,1997,-84,168
Queen Alexandra Range 97839,LL5,37.6,1997,-84,168
Queen Alexandra Range 97840,LL5,182.4,1997,-84,168
Queen Alexandra Range 97842,H5,68,1997,-84,168
Queen Alexandra Range 97843,LL5,31.9,1997,-84,168
Queen Alexandra Range 97844,LL5,65,1997,-84,168
Queen Alexandra Range 97845,H6,26.7,1997,-84,168
Queen Alexandra Range 97846,H6,16.7,1997,-84,168
Queen Alexandra Range 97847,LL5,14.7,1997,-84,168
Queen Alexandra Range 97848,LL5,13.8,1997,-84,168
Queen Alexandra Range 97849,H6,115.8,1997,-84,168
Queen Alexandra Range 97850,LL5,82.9,1997,-84,168
Queen Alexandra Range 97851,L5,46.9,1997,-84,168
Queen Alexandra Range 97852,LL5,121.1,1997,-84,168
Queen Alexandra Range 97853,LL5,38.9,1997,-84,168
Queen Alexandra Range 97855,LL5,44.3,1997,-84,168
Queen Alexandra Range 97856,LL5,15.3,1997,-84,168
Queen Alexandra Range 97858,LL5,13.6,1997,-84,168
Queen Alexandra Range 97860,LL5,27.4,1997,-84,168
Queen Alexandra Range 97862,L6,19.6,1997,-84,168
Queen Alexandra Range 97863,LL5,20.5,1997,-84,168
Queen Alexandra Range 97864,LL5,20.5,1997,-84,168
Queen Alexandra Range 97867,LL6,18.4,1997,-84,168
Queen Alexandra Range 97870,H6,98.1,1997,-84,168
Queen Alexandra Range 97871,LL5,40,1997,-84,168
Queen Alexandra Range 97872,LL5,99.9,1997,-84,168
Queen Alexandra Range 97873,LL5,22.8,1997,-84,168
Queen Alexandra Range 97874,LL5,47.5,1997,-84,168
Queen Alexandra Range 97875,LL5,26.6,1997,-84,168
Queen Alexandra Range 97876,H6,21.5,1997,-84,168
Queen Alexandra Range 97877,LL5,13,1997,-84,168
Queen Alexandra Range 97878,LL5,31.9,1997,-84,168
Queen Alexandra Range 97879,H5,27.2,1997,-84,168
Queen Alexandra Range 97888,LL5,14.3,1997,-84,168
Queen Alexandra Range 97889,L5,14.5,1997,-84,168
Queen Alexandra Range 97894,LL5,18.3,1997,-84,168
Queen Alexandra Range 97895,LL5,18.3,1997,-84,168
Queen Alexandra Range 97900,LL5,15.3,1997,-84,168
Queen Alexandra Range 97901,H6,10.4,1997,-84,168
Queen Alexandra Range 97902,LL5,31.3,1997,-84,168
Queen Alexandra Range 97903,LL5,31.4,1997,-84,168
Queen Alexandra Range 97904,H6,37.4,1997,-84,168
Queen Alexandra Range 97905,L5,15.7,1997,-84,168
Queen Alexandra Range 97906,LL5,12,1997,-84,168
Queen Alexandra Range 97910,LL5,29.4,1997,-84,168
Queen Alexandra Range 97911,L6,28.7,1997,-84,168
Queen Alexandra Range 97912,LL5,49.3,1997,-84,168
Queen Alexandra Range 97913,LL5,21,1997,-84,168
Queen Alexandra Range 97914,LL5,15.1,1997,-84,168
Queen Alexandra Range 97915,L6,11.5,1997,-84,168
Queen Alexandra Range 97916,LL5,18,1997,-84,168
Queen Alexandra Range 97917,L5,128.1,1997,-84,168
Queen Alexandra Range 97918,LL5,22.9,1997,-84,168
Queen Alexandra Range 97919,LL5,36.1,1997,-84,168
Queen Alexandra Range 97920,LL5,15.9,1997,-84,168
Queen Alexandra Range 97923,LL5,13.7,1997,-84,168
Queen Alexandra Range 97929,LL5,14.8,1997,-84,168
Queen Alexandra Range 97937,LL5,11,1997,-84,168
Queen Alexandra Range 97938,LL5,18.9,1997,-84,168
Queen Alexandra Range 97940,L5,58.4,1997,-84,168
Queen Alexandra Range 97941,LL5,43.6,1997,-84,168
Queen Alexandra Range 97942,LL6,52.9,1997,-84,168
Queen Alexandra Range 97943,LL5,21,1997,-84,168
Queen Alexandra Range 97944,LL5,14.5,1997,-84,168
Queen Alexandra Range 97980,H6,89.7,1997,-84,168
Queen Alexandra Range 97945,LL5,51.1,1997,-84,168
Queen Alexandra Range 97947,L5,51.6,1997,-84,168
Queen Alexandra Range 97952,LL5,42,1997,-84,168
Queen Alexandra Range 97954,LL5,12.9,1997,-84,168
Queen Alexandra Range 97959,LL5,34.8,1997,-84,168
Queen Alexandra Range 97960,LL5,17.6,1997,-84,168
Queen Alexandra Range 97961,LL5,72.7,1997,-84,168
Queen Alexandra Range 97962,LL5,10,1997,-84,168
Queen Alexandra Range 97963,L5,21.9,1997,-84,168
Queen Alexandra Range 97970,H6,15.2,1997,-84,168
Queen Alexandra Range 97971,LL5,81.3,1997,-84,168
Queen Alexandra Range 97973,L5,39.3,1997,-84,168
Queen Alexandra Range 97974,LL5,35.4,1997,-84,168
